accession	description	tax_id	scientific_name	first_public	base_count
BI608471	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-10	530
AF006564	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234	Drosophila persimilis	1997-09-11	3482
AY279327	Drosophila lutescens alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	51159	Drosophila lutescens	2004-03-31	2773
AF399012	Drosophila kuntzei alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, complete cds.	42027	Drosophila kuntzei	2001-08-16	4800
JF735883	Drosophila obscura alcohol dehydrogenase gene, partial cds.	7282	Drosophila obscura	2011-10-24	639
X62187	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3444
X62212	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3459
X62234	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3499
X64473	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3487
X64488	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3469
JF735884	Drosophila phalerata alcohol dehydrogenase gene, partial cds.	7283	Drosophila phalerata	2011-10-24	370
M19264	D.mauritiana alcohol dehydrogenase gene, complete cds.	7226	Drosophila mauritiana	1988-10-04	4581
X64475	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3470
X64489	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3472
AH000981	Drosophila melanogaster alcohol dehydrogenase gene, partial cds.	7227	Drosophila melanogaster	2011-06-30	271
U68469	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	7266	Drosophila guanche	1999-01-06	2146
X62227	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3444
X62237	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3470
X64479	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3459
U68471	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	30013	Drosophila madeirensis	1999-01-06	1042
X62205	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3479
X62207	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3467
X64474	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3475
X64482	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3498
M63392	Drosophila picticornis alcohol dehydrogenase gene, complete cds.	7235	Drosophila picticornis	1991-04-04	1598
X62197	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3490
X64484	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3472
X62230	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3474
X64483	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3463
X64481	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3494
X62202	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3476
X62208	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3468
X62216	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3481
X62231	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3465
AY238780	Drosophila miranda strain MSH22 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
AY238781	Drosophila miranda strain MSH38 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
AF264081	Drosophila tropicalis alcohol dehydrogenase (Adh) gene, partial cds.	46794	Drosophila tropicalis	2000-05-30	405
AF264082	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	7260	Drosophila willistoni	2000-05-30	405
AY006426	Drosophila primaeva alcohol dehydrogenase (Adh) gene, partial cds.	46814	Drosophila primaeva	2001-09-04	508
AY081438	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	103845	Drosophila nannoptera	2002-08-09	288
AY750133	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	311479	Drosophila gani	2005-12-31	911
M73256	D.melanogaster alcohol dehydrogenase (Adh) gene, exon 2.	7227	Drosophila melanogaster	1991-07-12	1375
MG684382	Drosophila rubida alcohol dehydrogenase (Adh) gene, partial cds.	30044	Drosophila rubida	2018-02-04	693
AB026529	Drosophila paulistorum gene for alcohol dehydrogenase, partial cds.	46793	Drosophila paulistorum	1999-10-29	776
AY006424	Drosophila obscuripes alcohol dehydrogenase (Adh) gene, partial cds.	46819	Drosophila obscuripes	2001-09-04	510
AY750121	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	65966	Drosophila tsigana	2005-12-31	911
AY750125	Drosophila moriwakii alcohol dehydrogenase (Adh) gene, partial cds.	107829	Drosophila moriwakii	2005-12-31	911
AY750128	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	65966	Drosophila tsigana	2005-12-31	911
HQ631469	Drosophila biarmipes alcohol dehydrogenase (adh) gene, partial cds.	125945	Drosophila biarmipes	2011-08-30	290
HQ631474	Drosophila fuyamai alcohol dehydrogenase (adh) gene, partial cds.	65963	Drosophila fuyamai	2011-08-30	290
HQ631477	Drosophila liui alcohol dehydrogenase (adh) gene, partial cds.	212812	Drosophila liui	2011-08-30	290
HQ631482	Drosophila pseudoananassae alcohol dehydrogenase (adh) gene, partial cds.	65964	Drosophila pseudoananassae	2011-08-30	290
HQ631483	Drosophila prostipennis alcohol dehydrogenase (adh) gene, partial cds.	94111	Drosophila prostipennis	2011-08-30	290
HQ631485	Drosophila tani alcohol dehydrogenase (adh) gene, partial cds.	137070	Drosophila tani	2011-08-30	290
HQ631486	Drosophila trapezifrons alcohol dehydrogenase (adh) gene, partial cds.	94110	Drosophila trapezifrons	2011-08-30	290
HQ631487	Drosophila trilutea alcohol dehydrogenase (adh) gene, partial cds.	94114	Drosophila trilutea	2011-08-30	290
JF710263	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, complete cds.	50033	Drosophila kanekoi	2011-07-03	890
AB026526	Drosophila emarginata gene for alcohol dehydrogenase, partial cds.	30024	Drosophila emarginata	1999-10-29	840
AF059890	Drosophila pinicola alcohol dehydrogenase (Adh) gene, partial cds.	7256	Drosophila pinicola	1998-04-28	290
AF264073	Drosophila capricorni alcohol dehydrogenase (Adh) gene, partial cds.	46840	Drosophila capricorni	2000-05-30	405
AF264074	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	46790	Drosophila equinoxialis	2000-05-30	405
AY750122	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.	119604	Drosophila lacertosa	2005-12-31	911
AY750129	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	311475	Drosophila yunnanensis	2005-12-31	911
AY750143	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	311480	Drosophila medioconstricta	2005-12-31	911
AY754404	Drosophila affinis alcohol dehydrogenase (Adh) gene, complete cds.	7246	Drosophila affinis	2005-04-04	2529
DQ471664	Drosophila mercatorum alcohol dehydrogenase (Adh) gene, partial cds.	7253	Drosophila mercatorum	2006-07-20	711
EU532133	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	126477	Drosophila fumipennis	2010-01-21	590
HQ631479	Drosophila ogumai alcohol dehydrogenase (adh) gene, partial cds.	307244	Drosophila ogumai	2011-08-30	290
L08648	Drosophila willistoni alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1993-01-15	1308
M36581	D.simulans alcohol dehydrogenase (Adh) gene, complete cds.	7240	Drosophila simulans	1990-08-30	2719
U26843	Drosophila lummei alcohol dehydrogenase (Adh) gene, complete cds.	40371	Drosophila lummei	1995-06-22	950
X68159	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS298)	7237	Drosophila pseudoobscura	1992-10-08	3476
AY006412	Drosophila oahuensis alcohol dehydrogenase (Adh) gene, partial cds.	46808	Drosophila oahuensis	2001-09-04	510
X68161	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS302)	7237	Drosophila pseudoobscura	1992-10-08	3463
AY750140	Drosophila unimaculata alcohol dehydrogenase (Adh) gene, partial cds.	311483	Drosophila unimaculata	2005-12-31	911
DQ471657	Drosophila aracataca alcohol dehydrogenase (Adh) gene, partial cds.	30016	Drosophila aracataca	2006-07-20	711
U94206	Drosophila soonae alcohol dehydrogenase (Adh) gene, partial cds.	58310	Drosophila soonae	1998-02-23	204
U94196	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	46895	Drosophila cyrtoloma	1998-02-23	222
GQ376038	Drosophila simulans alcohol dehydrogenase (ADH) gene, partial cds.	7240	Drosophila simulans	2009-08-02	410
AY238770	Drosophila miranda strain 0101.3 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
M60992	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	46244	Drosophila pseudoobscura bogotana	1992-04-30	3485
X03630	Drosophila mojavensis duplicated Adh-2 gene fragment (alcohol dehydrogenase)	7230	Drosophila mojavensis	1986-11-18	285
AB261132	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds.	98362	Drosophila ruberrima	2007-11-03	858
AB932674	Drosophila sternopleuralis Adh gene for alcohol dehydrogenase, partial cds.	30046	Drosophila sternopleuralis	2014-10-26	755
AF260693	Drosophila robusta alcohol dehydrogenase-related protein gene, partial cds.	7257	Drosophila robusta	2000-09-20	458
HQ232350	Drosophila hypercephala isolate c1 alcohol dehydrogenase gene, partial cds.	1052065	Drosophila hypercephala	2011-08-08	437
KM016470	Drosophila simulans isolate KY06 alcohol dehydrogenase-related gene, intron.	7240	Drosophila simulans	2014-09-24	476
KM016474	Drosophila simulans isolate KY04 alcohol dehydrogenase-related gene, intron.	7240	Drosophila simulans	2014-09-24	481
U95272	Drosophila paulistorum Tame alcohol dehydrogenase (Adh) gene, complete cds.	46793	Drosophila paulistorum	1999-01-06	1166
X57368	Drosophila yakuba (individual d) Adh gene for alcohol dehydrogenase	7245	Drosophila yakuba	1991-07-17	975
AB033639	Drosophila sordidula Adh mRNA for alcohol dehydrogenase, partial cds.	55950	Drosophila sordidula	1999-11-16	711
AB033640	Drosophila virilis Adh mRNA for alcohol dehydrogenase, partial cds.	7244	Drosophila virilis	1999-11-16	711
AB261133	Drosophila hypocausta Adh gene for alcohol dehydrogenase, partial cds.	157293	Drosophila hypocausta	2007-11-03	850
AB261138	Drosophila neonasuta Adh gene for alcohol dehydrogenase, partial cds.	154130	Drosophila neonasuta	2007-11-03	856
AB932653	Drosophila deflecta Adh gene for alcohol dehydrogenase, partial cds.	198716	Drosophila deflecta	2014-10-26	848
AB932661	Drosophila macrospina Adh gene for alcohol dehydrogenase, partial cds.	434062	Drosophila macrospina	2014-10-26	847
AB932671	Drosophila recens Adh gene for alcohol dehydrogenase, partial cds.	55946	Drosophila recens	2014-10-26	839
AB932676	Drosophila tenebrosa Adh gene for alcohol dehydrogenase, partial cds.	614641	Drosophila tenebrosa	2014-10-26	849
AF260690	Drosophila hydei alcohol dehydrogenase-related protein gene, partial cds.	7224	Drosophila hydei	2000-09-20	450
KM016467	Drosophila simulans isolate KY35 alcohol dehydrogenase-related gene, intron.	7240	Drosophila simulans	2014-09-24	481
X57365	Drosophila yakuba (individual a) Adh gene for alcohol dehydrogenase	7245	Drosophila yakuba	1991-07-17	975
X57367	Drosophila yakuba (individual c) Adh gene for alcohol dehydrogenase	7245	Drosophila yakuba	1991-07-17	975
AB932652	Drosophila curvispina Adh gene for alcohol dehydrogenase, partial cds.	126591	Drosophila curvispina	2015-01-14	845
X57371	Drosophila yakuba (individual g) Adh gene for alcohol dehydrogenase	7245	Drosophila yakuba	1991-07-17	975
U26845	Drosophila montana alcohol dehydrogenase (Adh-2) gene, complete cds.	40370	Drosophila montana	1995-06-22	957
U95254	Drosophila willistoni A57 alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
U76484	Drosophila hydei alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7224	Drosophila hydei	1997-03-06	251
X57364	Drosophila simulans (individual f) Adh gene for alcohol dehydrogenase	7240	Drosophila simulans	1991-07-17	975
X57366	Drosophila yakuba (individual b) ADH gene for alcohol dehydrogenase	7245	Drosophila yakuba	1991-07-17	975
X57363	Drosophila simulans (individual e) Adh gene for alcohol dehydrogenase	7240	Drosophila simulans	1991-07-17	972
X60791	D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase	7227	Drosophila melanogaster	1991-10-07	1925
AF201442	Drosophila simulans isolate RU01 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	478
AY095939	Drosophila transversa isolate tra1 alcohol dehydrogenase (Adh) gene, partial cds.	193351	Drosophila transversa	2003-05-01	435
DQ471623	Drosophila daruma strain 151 alcohol dehydrogenase (Adh) gene, partial cds.	309936	Drosophila daruma	2006-07-20	711
DQ471645	Drosophila beppui strain 260 alcohol dehydrogenase (Adh) gene, partial cds.	381453	Drosophila beppui	2006-07-20	711
EU532124	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	46793	Drosophila paulistorum	2010-01-21	588
JX455219	Drosophila simulans isolate HW50 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2012-09-03	481
KX976501	Drosophila yakuba isolate Yakuba_Abidjan_12 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
M60987	Drosophila pseudoobscura (strain AH162) alcohol dehydrogenase (adh) gene, complete cds.	7237	Drosophila pseudoobscura	1992-01-26	3466
DQ471652	Drosophila lacertosa strain 240 alcohol dehydrogenase (Adh) gene, partial cds.	119604	Drosophila lacertosa	2006-07-20	711
U95263	Drosophila willistoni Manaus III alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
AB154557	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh16.	30033	Drosophila kikkawai	2004-04-01	686
AB154562	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh21.	30033	Drosophila kikkawai	2004-04-01	683
AF201445	Drosophila simulans isolate MD111 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	465
DQ471621	Drosophila daruma strain 137 alcohol dehydrogenase (Adh) gene, partial cds.	309936	Drosophila daruma	2006-07-20	711
DQ471638	Drosophila angor strain 33 alcohol dehydrogenase (Adh) gene, partial cds.	381448	Drosophila angor	2006-07-20	711
EU532121	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	46793	Drosophila paulistorum	2010-01-21	558
JF710264	Drosophila borealis strain W alcohol dehydrogenase (Adh) gene, complete cds.	40368	Drosophila borealis	2011-07-03	895
KX976491	Drosophila yakuba isolate Yakuba_Montecafe_17_17 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
KX976493	Drosophila yakuba isolate Yakuba_Cascade_18 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
KX976495	Drosophila yakuba isolate Yakuba_Cascade_19 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
Z00030	D. melanogaster alcohol dehydrogenase structural gene and flanks (composite sequence)	7227	Drosophila melanogaster	1986-07-02	7423
AB154548	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh07.	30033	Drosophila kikkawai	2004-04-01	686
AB154549	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh08.	30033	Drosophila kikkawai	2004-04-01	686
AB154558	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh17.	30033	Drosophila kikkawai	2004-04-01	683
AF201435	Drosophila simulans isolate DSW alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AF201447	Drosophila simulans isolate MD199 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AF284476	Drosophila mauritiana strain 197 alcohol dehydrogenase (Adh) gene, partial cds.	7226	Drosophila mauritiana	2000-11-02	701
DQ471618	Drosophila daruma strain 109 alcohol dehydrogenase (Adh) gene, partial cds.	309936	Drosophila daruma	2006-07-20	711
DQ471620	Drosophila barutani strain 53 alcohol dehydrogenase (Adh) gene, partial cds.	381452	Drosophila barutani	2006-07-20	711
DQ471639	Drosophila barutani strain 52 alcohol dehydrogenase (Adh) gene, partial cds.	381452	Drosophila barutani	2006-07-20	711
DQ471649	Drosophila karakasa strain 249 alcohol dehydrogenase (Adh) gene, partial cds.	381466	Drosophila karakasa	2006-07-20	711
EU532126	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	46793	Drosophila paulistorum	2010-01-21	507
KX384730	Drosophila bipectinata strain IND_DBP_U14 alcohol dehydrogenase (Adh) gene, partial cds.	42026	Drosophila bipectinata	2017-01-03	873
KX976520	Drosophila yakuba isolate Yakuba_2_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
M60983	Drosophila pseudoobscura (strain AH122) alcohol dehydrogenase (adh) gene, complete cds.	7237	Drosophila pseudoobscura	1992-01-26	3487
M60997	Drosophila persimilis (strain 178) alcohol dehydrogenase (adh) gene, complete cds.	7234	Drosophila persimilis	1992-01-24	3506
U95252	Drosophila willistoni 0811.4 alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
U95269	Drosophila equinoxialis Puerto Rico alcohol dehydrogenase (Adh) gene, complete cds.	46790	Drosophila equinoxialis	1999-01-06	1167
AY095946	Drosophila curvispina isolate cur1 alcohol dehydrogenase (Adh) gene, partial cds.	126591	Drosophila curvispina	2003-05-01	443
AY095951	Drosophila phalerata isolate pha1 alcohol dehydrogenase (Adh) gene, partial cds.	7283	Drosophila phalerata	2003-05-01	430
DQ471619	Drosophila asper strain 152 alcohol dehydrogenase (Adh) gene, partial cds.	381449	Drosophila asper	2006-07-20	711
DQ471640	Drosophila medioconstricta strain 148 alcohol dehydrogenase (Adh) gene, partial cds.	311480	Drosophila medioconstricta	2006-07-20	711
JX455210	Drosophila simulans isolate HW01 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2012-09-03	480
U95268	Drosophila equinoxialis 0741.0 alcohol dehydrogenase (Adh) gene, complete cds.	46790	Drosophila equinoxialis	1999-01-06	1174
AY335196	Drosophila capricorni clone Dcap3 alcohol dehydrogenase (Adh) gene, partial cds.	46840	Drosophila capricorni	2003-12-31	776
DQ471612	Drosophila angor strain A138 alcohol dehydrogenase (Adh) gene, partial cds.	381448	Drosophila angor	2006-07-20	711
AY095940	Drosophila kuntzei isolate kun1 alcohol dehydrogenase (Adh) gene, partial cds.	42027	Drosophila kuntzei	2003-05-01	431
AY335199	Drosophila sturtevanti clone Dsturt1 alcohol dehydrogenase (Adh) gene, partial cds.	30047	Drosophila sturtevanti	2003-12-31	792
DQ471610	Drosophila lacertosa strain 170 alcohol dehydrogenase (Adh) gene, partial cds.	119604	Drosophila lacertosa	2006-07-20	711
DQ471616	Drosophila angor strain 112 alcohol dehydrogenase (Adh) gene, partial cds.	381448	Drosophila angor	2006-07-20	711
EU532122	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	46793	Drosophila paulistorum	2010-01-21	573
EU532123	Drosophila paulistorum from Honduras alcohol dehydrogenase (Adh) gene, partial cds.	46793	Drosophila paulistorum	2010-01-21	588
JX455211	Drosophila simulans isolate HW02 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2012-09-03	480
KX976505	Drosophila yakuba isolate Yakuba_Bosu_1235_14 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
U95274	Drosophila tropicalis 0801.0 alcohol dehydrogenase (Adh) gene, complete cds.	46794	Drosophila tropicalis	1999-01-06	1162
AB669852	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: NHO115.	111875	Drosophila jambulina	2014-01-02	830
AF136658	Drosophila americana americana G96.40X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136665	Drosophila americana americana G96.06X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136674	Drosophila americana americana G96.10X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136706	Drosophila americana texana LP97.09 alcohol dehydrogenase (Adh) gene, partial cds.	40372	Drosophila americana texana	1999-06-03	884
AF175217	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k30 allele, complete cds.	7227	Drosophila melanogaster	1999-10-06	951
U64547	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS323 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3471
U64551	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS334 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3473
Y00602	D. pseudoobscura Adh gene for alcohol dehydrogenase (EC1.1.1.1)	7237	Drosophila pseudoobscura	1987-09-19	3535
AF136672	Drosophila americana americana G96.13X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136705	Drosophila americana texana LP97.02 alcohol dehydrogenase (Adh) gene, partial cds.	40372	Drosophila americana texana	1999-06-03	884
AF175211	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h12 allele, complete cds.	7227	Drosophila melanogaster	1999-10-06	951
AF175212	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h13 allele, complete cds.	7227	Drosophila melanogaster	1999-10-06	951
AF459756	Drosophila phaeopleura alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	195712	Drosophila phaeopleura	2002-05-16	290
KY002643	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_AMD10 alcohol dehydrogenase-like gene, complete sequence.	7227	Drosophila melanogaster	2017-10-13	708
KY002644	UNVERIFIED: Drosophila ananassae strain IND_DANA_KL18 alcohol dehydrogenase-like gene, partial sequence.	7217	Drosophila ananassae	2017-10-13	740
AB669840	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.	67534	Drosophila triauraria	2014-01-02	842
AB669853	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.	60717	Drosophila punjabiensis	2014-01-02	836
AB669868	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.	74550	Drosophila lini	2014-01-02	843
AB669881	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.	137353	Drosophila baimaii	2014-01-02	838
AB669889	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.	137077	Drosophila parvula	2014-01-02	864
AB669891	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.	359927	Drosophila pectinifera	2014-01-02	841
AF136670	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136683	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136687	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136696	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AF136708	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.	40372	Drosophila americana texana	1999-06-03	884
AF175216	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.	7227	Drosophila melanogaster	1999-10-06	951
AF201427	Drosophila sechellia isolate type line alcohol dehydrogenase (Adhr) gene, intron 1.	7238	Drosophila sechellia	2000-07-03	482
AF459747	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	186284	Drosophila paralutea	2002-05-16	290
AF459784	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	42063	Drosophila ercepeae	2002-05-16	290
AF459785	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	30023	Drosophila elegans	2002-05-16	290
AF459786	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	30025	Drosophila ficusphila	2002-05-16	290
KJ767240	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.	7227	Drosophila melanogaster	2014-09-04	872
U64528	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3488
AB669883	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.	112146	Drosophila bicornuta	2014-01-02	838
AF175220	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.	7227	Drosophila melanogaster	1999-10-06	951
AF459746	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	7259	Drosophila tolteca	2002-05-16	290
AF459765	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73917	Drosophila seguyi	2002-05-16	290
KY002645	UNVERIFIED: Drosophila ananassae strain IND_DANA_AMD6 alcohol dehydrogenase-like gene, partial sequence.	7217	Drosophila ananassae	2017-10-13	1301
U64524	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3498
U64549	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3470
AF136686	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
U64556	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3471
U64543	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.	7237	Drosophila pseudoobscura	1996-08-16	3458
